customerId,productId,productName,productCategory,purchaseAmount,purchaseDate
315,16,Organic Coffee Beans,Food & Beverages,14.99,12-10-2024
315,13,Athletic Shoes,Clothing,89.99,12-05-2024
315,20,Trail Mix Bundle,Food & Beverages,19.99,12-01-2024
316,8,Robot Vacuum,Home & Kitchen,299.99,12-30-2024
316,31,Face Cream,Beauty & Personal Care,29.99,12-28-2024
316,14,Casual T-Shirt,Clothing,19.99,12-25-2024
316,43,Pet Grooming Kit,Pet Supplies,39.99,12-20-2024
316,9,Blender Pro,Home & Kitchen,89.99,12-15-2024
316,48,Stationery Set,Office Supplies,24.99,12-10-2024
316,18,Sparkling Water Pack,Food & Beverages,12.99,12-05-2024
316,33,Electric Toothbrush,Beauty & Personal Care,69.99,12-01-2024
317,14,Casual T-Shirt,Clothing,19.99,12-31-2024
317,18,Sparkling Water Pack,Food & Beverages,12.99,12-28-2024
317,11,Classic Denim Jeans,Clothing,49.99,12-20-2024
317,13,Athletic Shoes,Clothing,89.99,12-15-2024
317,16,Organic Coffee Beans,Food & Beverages,14.99,12-10-2024
317,33,Electric Toothbrush,Beauty & Personal Care,69.99,12-05-2024
317,14,Casual T-Shirt,Clothing,19.99,12-01-2024
317,20,Trail Mix Bundle,Food & Beverages,19.99,11-28-2024
318,14,Casual T-Shirt,Clothing,19.99,12-30-2024
318,31,Face Cream,Beauty & Personal Care,29.99,12-28-2024
318,11,Classic Denim Jeans,Clothing,49.99,12-20-2024
318,18,Sparkling Water Pack,Food & Beverages,12.99,12-15-2024
318,48,Stationery Set,Office Supplies,24.99,12-10-2024
318,16,Organic Coffee Beans,Food & Beverages,14.99,12-05-2024
318,34,Makeup Set,Beauty & Personal Care,99.99,12-01-2024
318,36,Bestseller Novel,Books & Media,24.99,11-28-2024
318,14,Casual T-Shirt,Clothing,19.99,11-25-2024
318,18,Sparkling Water Pack,Food & Beverages,12.99,11-20-2024
319,14,Casual T-Shirt,Clothing,19.99,12-30-2024
319,11,Classic Denim Jeans,Clothing,49.99,12-28-2024
319,13,Athletic Shoes,Clothing,89.99,12-20-2024
319,17,Protein Bar Pack,Food & Beverages,24.99,12-15-2024
319,18,Sparkling Water Pack,Food & Beverages,12.99,12-10-2024
319,20,Trail Mix Bundle,Food & Beverages,19.99,12-05-2024
319,14,Casual T-Shirt,Clothing,19.99,12-01-2024
319,16,Organic Coffee Beans,Food & Beverages,14.99,11-28-2024
319,48,Stationery Set,Office Supplies,24.99,11-25-2024
319,17,Protein Bar Pack,Food & Beverages,24.99,11-20-2024
320,14,Casual T-Shirt,Clothing,19.99,12-30-2024
320,31,Face Cream,Beauty & Personal Care,29.99,12-28-2024
320,18,Sparkling Water Pack,Food & Beverages,12.99,12-25-2024
320,48,Stationery Set,Office Supplies,24.99,12-20-2024
320,11,Classic Denim Jeans,Clothing,49.99,12-15-2024
320,16,Organic Coffee Beans,Food & Beverages,14.99,12-10-2024
320,33,Electric Toothbrush,Beauty & Personal Care,69.99,12-05-2024
320,14,Casual T-Shirt,Clothing,19.99,12-01-2024
320,18,Sparkling Water Pack,Food & Beverages,12.99,11-28-2024
320,35,Skincare Bundle,Beauty & Personal Care,79.99,11-25-2024
321,13,Athletic Shoes,Clothing,89.99,12-31-2024
321,18,Sparkling Water Pack,Food & Beverages,12.99,12-28-2024
321,14,Casual T-Shirt,Clothing,19.99,12-25-2024
321,17,Protein Bar Pack,Food & Beverages,24.99,12-20-2024
321,28,Fitness Tracker,Sports & Outdoors,79.99,12-15-2024
321,16,Organic Coffee Beans,Food & Beverages,14.99,12-10-2024
321,20,Trail Mix Bundle,Food & Beverages,19.99,12-05-2024
321,33,Electric Toothbrush,Beauty & Personal Care,69.99,12-01-2024
321,18,Sparkling Water Pack,Food & Beverages,12.99,11-28-2024
321,14,Casual T-Shirt,Clothing,19.99,11-25-2024
322,14,Casual T-Shirt,Clothing,19.99,12-30-2024
322,18,Sparkling Water Pack,Food & Beverages,12.99,12-28-2024
322,48,Stationery Set,Office Supplies,24.99,12-25-2024
322,16,Organic Coffee Beans,Food & Beverages,14.99,12-20-2024
322,11,Classic Denim Jeans,Clothing,49.99,12-15-2024
322,20,Trail Mix Bundle,Food & Beverages,19.99,12-10-2024
322,31,Face Cream,Beauty & Personal Care,29.99,12-05-2024
322,18,Sparkling Water Pack,Food & Beverages,12.99,12-01-2024
322,14,Casual T-Shirt,Clothing,19.99,11-28-2024
322,17,Protein Bar Pack,Food & Beverages,24.99,11-25-2024
323,51,Garden Tool Set,Garden & Outdoor,79.99,12-31-2024
323,13,Athletic Shoes,Clothing,89.99,12-28-2024
323,54,Solar Garden Lights,Garden & Outdoor,39.99,12-20-2024
323,14,Casual T-Shirt,Clothing,19.99,12-15-2024
323,52,Plant Seeds Bundle,Garden & Outdoor,24.99,12-10-2024
323,18,Sparkling Water Pack,Food & Beverages,12.99,12-05-2024
323,17,Protein Bar Pack,Food & Beverages,24.99,12-01-2024
323,28,Fitness Tracker,Sports & Outdoors,79.99,11-25-2024
323,51,Garden Tool Set,Garden & Outdoor,79.99,11-15-2024
323,14,Casual T-Shirt,Clothing,19.99,11-10-2024
324,14,Casual T-Shirt,Clothing,19.99,12-30-2024
324,18,Sparkling Water Pack,Food & Beverages,12.99,12-28-2024
324,11,Classic Denim Jeans,Clothing,49.99,12-20-2024
324,16,Organic Coffee Beans,Food & Beverages,14.99,12-15-2024
324,20,Trail Mix Bundle,Food & Beverages,19.99,12-10-2024
324,31,Face Cream,Beauty & Personal Care,29.99,12-05-2024
324,14,Casual T-Shirt,Clothing,19.99,12-01-2024
324,18,Sparkling Water Pack,Food & Beverages,12.99,11-28-2024
325,14,Casual T-Shirt,Clothing,19.99,12-31-2024
325,18,Sparkling Water Pack,Food & Beverages,12.99,12-28-2024
325,11,Classic Denim Jeans,Clothing,49.99,12-20-2024
325,16,Organic Coffee Beans,Food & Beverages,14.99,12-15-2024
325,13,Athletic Shoes,Clothing,89.99,12-10-2024
325,20,Trail Mix Bundle,Food & Beverages,19.99,12-05-2024
325,33,Electric Toothbrush,Beauty & Personal Care,69.99,12-01-2024
325,14,Casual T-Shirt,Clothing,19.99,11-25-2024
325,18,Sparkling Water Pack,Food & Beverages,12.99,11-20-2024
325,17,Protein Bar Pack,Food & Beverages,24.99,11-15-2024
326,14,Casual T-Shirt,Clothing,19.99,12-30-2024
326,18,Sparkling Water Pack,Food & Beverages,12.99,12-28-2024
326,48,Stationery Set,Office Supplies,24.99,12-25-2024
326,31,Face Cream,Beauty & Personal Care,29.99,12-20-2024
326,17,Protein Bar Pack,Food & Beverages,24.99,12-15-2024
326,18,Sparkling Water Pack,Food & Beverages,12.99,12-10-2024
326,14,Casual T-Shirt,Clothing,19.99,12-05-2024
326,16,Organic Coffee Beans,Food & Beverages,14.99,12-01-2024
326,26,Yoga Mat Pro,Sports & Outdoors,39.99,11-28-2024
326,18,Sparkling Water Pack,Food & Beverages,12.99,11-25-2024
327,48,Stationery Set,Office Supplies,24.99,12-31-2024
327,13,Athletic Shoes,Clothing,89.99,12-28-2024
327,14,Casual T-Shirt,Clothing,19.99,12-28-2024
327,51,Garden Tool Set,Garden & Outdoor,79.99,12-15-2024
327,33,Electric Toothbrush,Beauty & Personal Care,69.99,12-10-2024
327,11,Classic Denim Jeans,Clothing,49.99,12-05-2024
327,16,Organic Coffee Beans,Food & Beverages,14.99,12-01-2024
327,47,Desk Lamp,Office Supplies,49.99,11-25-2024
327,18,Sparkling Water Pack,Food & Beverages,12.99,11-20-2024
327,12,Winter Jacket,Clothing,129.99,11-15-2024
328,14,Casual T-Shirt,Clothing,19.99,12-30-2024
328,11,Classic Denim Jeans,Clothing,49.99,12-28-2024
328,31,Face Cream,Beauty & Personal Care,29.99,12-20-2024
328,18,Sparkling Water Pack,Food & Beverages,12.99,12-15-2024
328,14,Casual T-Shirt,Clothing,19.99,12-10-2024
328,16,Organic Coffee Beans,Food & Beverages,14.99,12-05-2024
328,35,Skincare Bundle,Beauty & Personal Care,79.99,12-01-2024
328,18,Sparkling Water Pack,Food & Beverages,12.99,11-25-2024
328,33,Electric Toothbrush,Beauty & Personal Care,69.99,11-20-2024
328,16,Organic Coffee Beans,Food & Beverages,14.99,11-15-2024
329,46,Ergonomic Chair,Office Supplies,299.99,12-30-2024
329,14,Casual T-Shirt,Clothing,19.99,12-28-2024
329,13,Athletic Shoes,Clothing,89.99,12-25-2024
329,18,Sparkling Water Pack,Food & Beverages,12.99,12-20-2024
329,16,Organic Coffee Beans,Food & Beverages,14.99,12-15-2024
329,33,Electric Toothbrush,Beauty & Personal Care,69.99,12-10-2024
329,11,Classic Denim Jeans,Clothing,49.99,12-05-2024
329,36,Bestseller Novel,Books & Media,24.99,12-01-2024
329,18,Sparkling Water Pack,Food & Beverages,12.99,11-28-2024
329,16,Organic Coffee Beans,Food & Beverages,14.99,11-15-2024
330,14,Casual T-Shirt,Clothing,19.99,12-30-2024
330,48,Stationery Set,Office Supplies,24.99,12-28-2024
330,18,Sparkling Water Pack,Food & Beverages,12.99,12-25-2024
330,11,Classic Denim Jeans,Clothing,49.99,12-20-2024
330,31,Face Cream,Beauty & Personal Care,29.99,12-15-2024
330,16,Organic Coffee Beans,Food & Beverages,14.99,12-10-2024
330,14,Casual T-Shirt,Clothing,19.99,12-05-2024
330,18,Sparkling Water Pack,Food & Beverages,12.99,12-01-2024
331,14,Casual T-Shirt,Clothing,19.99,12-31-2024
331,11,Classic Denim Jeans,Clothing,49.99,12-28-2024
331,18,Sparkling Water Pack,Food & Beverages,12.99,12-25-2024
331,13,Athletic Shoes,Clothing,89.99,12-20-2024
331,16,Organic Coffee Beans,Food & Beverages,14.99,12-15-2024
331,33,Electric Toothbrush,Beauty & Personal Care,69.99,12-10-2024
331,20,Trail Mix Bundle,Food & Beverages,19.99,12-05-2024
331,14,Casual T-Shirt,Clothing,19.99,12-01-2024
331,16,Organic Coffee Beans,Food & Beverages,14.99,11-28-2024
331,18,Sparkling Water Pack,Food & Beverages,12.99,11-25-2024
332,14,Casual T-Shirt,Clothing,19.99,12-30-2024
332,17,Protein Bar Pack,Food & Beverages,24.99,12-28-2024
332,18,Sparkling Water Pack,Food & Beverages,12.99,12-25-2024
332,11,Classic Denim Jeans,Clothing,49.99,12-20-2024
332,20,Trail Mix Bundle,Food & Beverages,19.99,12-15-2024
332,16,Organic Coffee Beans,Food & Beverages,14.99,12-10-2024
332,31,Face Cream,Beauty & Personal Care,29.99,12-05-2024
332,14,Casual T-Shirt,Clothing,19.99,12-01-2024
333,14,Casual T-Shirt,Clothing,19.99,12-31-2024
333,18,Sparkling Water Pack,Food & Beverages,12.99,12-28-2024
333,11,Classic Denim Jeans,Clothing,49.99,12-20-2024
333,16,Organic Coffee Beans,Food & Beverages,14.99,12-15-2024
333,48,Stationery Set,Office Supplies,24.99,12-10-2024
333,33,Electric Toothbrush,Beauty & Personal Care,69.99,12-05-2024
333,18,Sparkling Water Pack,Food & Beverages,12.99,12-01-2024
333,14,Casual T-Shirt,Clothing,19.99,11-25-2024
334,14,Casual T-Shirt,Clothing,19.99,12-30-2024
334,12,Winter Jacket,Clothing,129.99,12-15-2024
334,13,Athletic Shoes,Clothing,89.99,12-10-2024
334,18,Sparkling Water Pack,Food & Beverages,12.99,12-05-2024
334,47,Desk Lamp,Office Supplies,49.99,11-30-2024
334,31,Face Cream,Beauty & Personal Care,29.99,11-25-2024
334,16,Organic Coffee Beans,Food & Beverages,14.99,11-20-2024
334,14,Casual T-Shirt,Clothing,19.99,11-15-2024
334,18,Sparkling Water Pack,Food & Beverages,12.99,11-10-2024
334,33,Electric Toothbrush,Beauty & Personal Care,69.99,11-05-2024
335,14,Casual T-Shirt,Clothing,19.99,12-30-2024
335,18,Sparkling Water Pack,Food & Beverages,12.99,12-28-2024
335,48,Stationery Set,Office Supplies,24.99,12-20-2024
335,14,Casual T-Shirt,Clothing,19.99,12-15-2024
335,16,Organic Coffee Beans,Food & Beverages,14.99,12-10-2024
335,33,Electric Toothbrush,Beauty & Personal Care,69.99,12-05-2024
335,18,Sparkling Water Pack,Food & Beverages,12.99,12-01-2024
335,11,Classic Denim Jeans,Clothing,49.99,11-25-2024
336,14,Casual T-Shirt,Clothing,19.99,12-30-2024
336,43,Pet Grooming Kit,Pet Supplies,39.99,12-28-2024
336,18,Sparkling Water Pack,Food & Beverages,12.99,12-25-2024
336,31,Face Cream,Beauty & Personal Care,29.99,12-20-2024
336,11,Classic Denim Jeans,Clothing,49.99,12-15-2024
336,16,Organic Coffee Beans,Food & Beverages,14.99,12-10-2024
336,48,Stationery Set,Office Supplies,24.99,12-05-2024
336,14,Casual T-Shirt,Clothing,19.99,12-01-2024
337,32,Hair Dryer Pro,Beauty & Personal Care,89.99,12-31-2024
337,43,Pet Grooming Kit,Pet Supplies,39.99,12-28-2024
337,35,Skincare Bundle,Beauty & Personal Care,79.99,12-25-2024
337,13,Athletic Shoes,Clothing,89.99,12-20-2024
337,14,Casual T-Shirt,Clothing,19.99,12-15-2024
337,18,Sparkling Water Pack,Food & Beverages,12.99,12-10-2024
337,17,Protein Bar Pack,Food & Beverages,24.99,12-05-2024
337,28,Fitness Tracker,Sports & Outdoors,79.99,12-01-2024
337,33,Electric Toothbrush,Beauty & Personal Care,69.99,11-28-2024
337,11,Classic Denim Jeans,Clothing,49.99,11-25-2024
338,14,Casual T-Shirt,Clothing,19.99,12-30-2024
338,18,Sparkling Water Pack,Food & Beverages,12.99,12-28-2024
338,59,Video Streaming Sub,Digital Products,14.99,12-25-2024
338,31,Face Cream,Beauty & Personal Care,29.99,12-20-2024
338,16,Organic Coffee Beans,Food & Beverages,14.99,12-15-2024
338,48,Stationery Set,Office Supplies,24.99,12-10-2024
338,18,Sparkling Water Pack,Food & Beverages,12.99,12-05-2024
338,36,Bestseller Novel,Books & Media,24.99,12-01-2024
338,59,Video Streaming Sub,Digital Products,14.99,11-25-2024
338,14,Casual T-Shirt,Clothing,19.99,11-20-2024
339,18,Sparkling Water Pack,Food & Beverages,12.99,12-31-2024
339,14,Casual T-Shirt,Clothing,19.99,12-28-2024
339,17,Protein Bar Pack,Food & Beverages,24.99,12-25-2024
339,20,Trail Mix Bundle,Food & Beverages,19.99,12-20-2024
339,14,Casual T-Shirt,Clothing,19.99,12-15-2024
339,18,Sparkling Water Pack,Food & Beverages,12.99,12-10-2024
339,16,Organic Coffee Beans,Food & Beverages,14.99,12-05-2024
339,13,Athletic Shoes,Clothing,89.99,12-01-2024
340,7,Air Fryer XL,Home & Kitchen,159.99,12-30-2024
340,16,Organic Coffee Beans,Food & Beverages,14.99,12-28-2024
340,48,Stationery Set,Office Supplies,24.99,12-25-2024
340,14,Casual T-Shirt,Clothing,19.99,12-20-2024
340,9,Blender Pro,Home & Kitchen,89.99,12-15-2024
340,18,Sparkling Water Pack,Food & Beverages,12.99,12-10-2024
340,31,Face Cream,Beauty & Personal Care,29.99,12-05-2024
340,37,Cookbook Collection,Books & Media,39.99,12-01-2024
340,16,Organic Coffee Beans,Food & Beverages,14.99,11-28-2024
340,11,Classic Denim Jeans,Clothing,49.99,11-25-2024
341,14,Casual T-Shirt,Clothing,19.99,12-31-2024
341,18,Sparkling Water Pack,Food & Beverages,12.99,12-28-2024
341,47,Desk Lamp,Office Supplies,49.99,12-20-2024
341,11,Classic Denim Jeans,Clothing,49.99,12-15-2024
341,16,Organic Coffee Beans,Food & Beverages,14.99,12-10-2024
341,33,Electric Toothbrush,Beauty & Personal Care,69.99,12-05-2024
341,18,Sparkling Water Pack,Food & Beverages,12.99,11-30-2024
341,14,Casual T-Shirt,Clothing,19.99,11-25-2024
342,14,Casual T-Shirt,Clothing,19.99,12-30-2024
342,48,Stationery Set,Office Supplies,24.99,12-28-2024
342,18,Sparkling Water Pack,Food & Beverages,12.99,12-25-2024
342,20,Trail Mix Bundle,Food & Beverages,19.99,12-20-2024
342,11,Classic Denim Jeans,Clothing,49.99,12-15-2024
342,31,Face Cream,Beauty & Personal Care,29.99,12-10-2024
342,16,Organic Coffee Beans,Food & Beverages,14.99,12-05-2024
342,14,Casual T-Shirt,Clothing,19.99,12-01-2024
342,18,Sparkling Water Pack,Food & Beverages,12.99,11-28-2024
342,33,Electric Toothbrush,Beauty & Personal Care,69.99,11-25-2024
343,14,Casual T-Shirt,Clothing,19.99,12-30-2024
343,18,Sparkling Water Pack,Food & Beverages,12.99,12-28-2024
343,11,Classic Denim Jeans,Clothing,49.99,12-20-2024
343,16,Organic Coffee Beans,Food & Beverages,14.99,12-15-2024
343,33,Electric Toothbrush,Beauty & Personal Care,69.99,12-10-2024
343,13,Athletic Shoes,Clothing,89.99,12-05-2024
343,20,Trail Mix Bundle,Food & Beverages,19.99,12-01-2024
344,44,Pet Toys Bundle,Pet Supplies,29.99,12-31-2024
344,43,Pet Grooming Kit,Pet Supplies,39.99,12-28-2024
344,45,Pet Carrier,Pet Supplies,69.99,12-20-2024
344,13,Athletic Shoes,Clothing,89.99,12-15-2024
344,44,Pet Toys Bundle,Pet Supplies,29.99,12-10-2024
344,14,Casual T-Shirt,Clothing,19.99,12-05-2024
344,42,Premium Pet Food,Pet Supplies,54.99,12-01-2024
344,28,Fitness Tracker,Sports & Outdoors,79.99,11-25-2024
344,42,Premium Pet Food,Pet Supplies,54.99,11-15-2024
344,26,Yoga Mat Pro,Sports & Outdoors,39.99,11-10-2024
345,51,Garden Tool Set,Garden & Outdoor,79.99,12-31-2024
345,47,Desk Lamp,Office Supplies,49.99,12-28-2024
345,13,Athletic Shoes,Clothing,89.99,12-25-2024
345,14,Casual T-Shirt,Clothing,19.99,12-20-2024
345,30,Dumbbells Set,Sports & Outdoors,149.99,12-15-2024
345,54,Solar Garden Lights,Garden & Outdoor,39.99,12-10-2024
345,8,Robot Vacuum,Home & Kitchen,299.99,12-05-2024
345,43,Pet Grooming Kit,Pet Supplies,39.99,12-01-2024
345,16,Organic Coffee Beans,Food & Beverages,14.99,11-28-2024
345,33,Electric Toothbrush,Beauty & Personal Care,69.99,11-25-2024
346,14,Casual T-Shirt,Clothing,19.99,12-30-2024
346,11,Classic Denim Jeans,Clothing,49.99,12-28-2024
346,18,Sparkling Water Pack,Food & Beverages,12.99,12-25-2024
346,31,Face Cream,Beauty & Personal Care,29.99,12-20-2024
346,14,Casual T-Shirt,Clothing,19.99,12-15-2024
346,16,Organic Coffee Beans,Food & Beverages,14.99,12-10-2024
346,35,Skincare Bundle,Beauty & Personal Care,79.99,12-05-2024
346,18,Sparkling Water Pack,Food & Beverages,12.99,12-01-2024
347,14,Casual T-Shirt,Clothing,19.99,12-31-2024
347,18,Sparkling Water Pack,Food & Beverages,12.99,12-28-2024
347,11,Classic Denim Jeans,Clothing,49.99,12-20-2024
347,13,Athletic Shoes,Clothing,89.99,12-15-2024
347,16,Organic Coffee Beans,Food & Beverages,14.99,12-10-2024
347,33,Electric Toothbrush,Beauty & Personal Care,69.99,12-05-2024
347,18,Sparkling Water Pack,Food & Beverages,12.99,12-01-2024
347,14,Casual T-Shirt,Clothing,19.99,11-28-2024
348,8,Robot Vacuum,Home & Kitchen,299.99,12-30-2024
348,43,Pet Grooming Kit,Pet Supplies,39.99,12-28-2024
348,14,Casual T-Shirt,Clothing,19.99,12-25-2024
348,18,Sparkling Water Pack,Food & Beverages,12.99,12-20-2024
348,31,Face Cream,Beauty & Personal Care,29.99,12-15-2024
348,11,Classic Denim Jeans,Clothing,49.99,12-10-2024
348,16,Organic Coffee Beans,Food & Beverages,14.99,12-05-2024
348,13,Athletic Shoes,Clothing,89.99,12-01-2024
348,48,Stationery Set,Office Supplies,24.99,11-28-2024
348,18,Sparkling Water Pack,Food & Beverages,12.99,11-25-2024
349,47,Desk Lamp,Office Supplies,49.99,12-31-2024
349,28,Fitness Tracker,Sports & Outdoors,79.99,12-28-2024
349,5,Bluetooth Speaker,Electronics,79.99,12-20-2024
349,16,Organic Coffee Beans,Food & Beverages,14.99,12-15-2024
349,12,Winter Jacket,Clothing,129.99,12-10-2024
349,33,Electric Toothbrush,Beauty & Personal Care,69.99,12-05-2024
349,16,Organic Coffee Beans,Food & Beverages,14.99,11-30-2024
349,54,Solar Garden Lights,Garden & Outdoor,39.99,11-25-2024
349,3,Smart Home Hub,Electronics,89.99,11-20-2024
349,16,Organic Coffee Beans,Food & Beverages,14.99,11-15-2024
350,14,Casual T-Shirt,Clothing,19.99,12-31-2024
350,48,Stationery Set,Office Supplies,24.99,12-28-2024
350,18,Sparkling Water Pack,Food & Beverages,12.99,12-20-2024
350,11,Classic Denim Jeans,Clothing,49.99,12-15-2024
350,16,Organic Coffee Beans,Food & Beverages,14.99,12-10-2024
350,36,Bestseller Novel,Books & Media,24.99,12-05-2024
350,31,Face Cream,Beauty & Personal Care,29.99,11-30-2024
350,14,Casual T-Shirt,Clothing,19.99,11-25-2024
351,3,Smart Home Hub,Electronics,89.99,12-31-2024
351,28,Fitness Tracker,Sports & Outdoors,79.99,12-29-2024
351,60,Cloud Storage Plan,Digital Products,19.99,12-28-2024
351,49,Wireless Mouse,Office Supplies,39.99,12-25-2024
351,50,Laptop Stand,Office Supplies,59.99,12-25-2024
351,17,Protein Bar Pack,Food & Beverages,24.99,12-20-2024
351,56,Antivirus Software,Digital Products,49.99,12-15-2024
351,2,Wireless Earbuds Pro,Electronics,149.99,12-10-2024
351,46,Ergonomic Chair,Office Supplies,299.99,12-05-2024
351,18,Sparkling Water Pack,Food & Beverages,12.99,12-01-2024
352,1,4K Smart TV 55-inch,Electronics,699.99,12-31-2024
352,56,Antivirus Software,Digital Products,49.99,12-30-2024
352,60,Cloud Storage Plan,Digital Products,19.99,12-28-2024
352,46,Ergonomic Chair,Office Supplies,299.99,12-25-2024
352,2,Wireless Earbuds Pro,Electronics,149.99,12-20-2024
352,34,Makeup Set,Beauty & Personal Care,99.99,12-15-2024
352,15,Dress Shirt,Clothing,59.99,12-10-2024
352,39,Language Learning Set,Books & Media,129.99,12-05-2024
352,28,Fitness Tracker,Sports & Outdoors,79.99,12-01-2024
352,16,Organic Coffee Beans,Food & Beverages,14.99,11-28-2024
353,56,Antivirus Software,Digital Products,49.99,12-31-2024
353,60,Cloud Storage Plan,Digital Products,19.99,12-30-2024
353,1,4K Smart TV 55-inch,Electronics,699.99,12-28-2024
353,15,Dress Shirt,Clothing,59.99,12-25-2024
353,49,Wireless Mouse,Office Supplies,39.99,12-20-2024
353,46,Ergonomic Chair,Office Supplies,299.99,12-15-2024
353,39,Language Learning Set,Books & Media,129.99,12-10-2024
353,28,Fitness Tracker,Sports & Outdoors,79.99,12-05-2024
353,3,Smart Home Hub,Electronics,89.99,12-01-2024
353,50,Laptop Stand,Office Supplies,59.99,11-28-2024
354,57,Photo Editing App,Digital Products,29.99,12-31-2024
354,60,Cloud Storage Plan,Digital Products,19.99,12-30-2024
354,2,Wireless Earbuds Pro,Electronics,149.99,12-28-2024
354,49,Wireless Mouse,Office Supplies,39.99,12-25-2024
354,50,Laptop Stand,Office Supplies,59.99,12-20-2024
354,28,Fitness Tracker,Sports & Outdoors,79.99,12-15-2024
354,3,Smart Home Hub,Electronics,89.99,12-10-2024
354,38,Digital Magazine Sub,Books & Media,49.99,12-05-2024
354,56,Antivirus Software,Digital Products,49.99,12-01-2024
354,59,Video Streaming Sub,Digital Products,14.99,11-30-2024
355,1,4K Smart TV 55-inch,Electronics,699.99,12-31-2024
355,60,Cloud Storage Plan,Digital Products,19.99,12-30-2024
355,56,Antivirus Software,Digital Products,49.99,12-28-2024
355,46,Ergonomic Chair,Office Supplies,299.99,12-25-2024
355,49,Wireless Mouse,Office Supplies,39.99,12-20-2024
355,50,Laptop Stand,Office Supplies,59.99,12-18-2024
355,8,Robot Vacuum,Home & Kitchen,299.99,12-15-2024
355,3,Smart Home Hub,Electronics,89.99,12-10-2024
355,60,Cloud Storage Plan,Digital Products,19.99,12-01-2024
355,28,Fitness Tracker,Sports & Outdoors,79.99,11-28-2024
356,56,Antivirus Software,Digital Products,49.99,12-31-2024
356,60,Cloud Storage Plan,Digital Products,19.99,12-28-2024
356,2,Wireless Earbuds Pro,Electronics,149.99,12-25-2024
356,3,Smart Home Hub,Electronics,89.99,12-20-2024
356,49,Wireless Mouse,Office Supplies,39.99,12-15-2024
356,39,Language Learning Set,Books & Media,129.99,12-10-2024
356,50,Laptop Stand,Office Supplies,59.99,12-05-2024
356,57,Photo Editing App,Digital Products,29.99,12-01-2024
356,46,Ergonomic Chair,Office Supplies,299.99,11-28-2024
356,16,Organic Coffee Beans,Food & Beverages,14.99,11-25-2024
357,56,Antivirus Software,Digital Products,49.99,12-31-2024
357,60,Cloud Storage Plan,Digital Products,19.99,12-30-2024
357,39,Language Learning Set,Books & Media,129.99,12-28-2024
357,49,Wireless Mouse,Office Supplies,39.99,12-25-2024
357,46,Ergonomic Chair,Office Supplies,299.99,12-20-2024
357,50,Laptop Stand,Office Supplies,59.99,12-18-2024
357,15,Dress Shirt,Clothing,59.99,12-15-2024
357,16,Organic Coffee Beans,Food & Beverages,14.99,12-10-2024
357,28,Fitness Tracker,Sports & Outdoors,79.99,12-05-2024
357,2,Wireless Earbuds Pro,Electronics,149.99,12-01-2024
358,56,Antivirus Software,Digital Products,49.99,12-31-2024
358,60,Cloud Storage Plan,Digital Products,19.99,12-30-2024
358,3,Smart Home Hub,Electronics,89.99,12-28-2024
358,46,Ergonomic Chair,Office Supplies,299.99,12-25-2024
358,49,Wireless Mouse,Office Supplies,39.99,12-23-2024
358,50,Laptop Stand,Office Supplies,59.99,12-20-2024
358,28,Fitness Tracker,Sports & Outdoors,79.99,12-18-2024
358,39,Language Learning Set,Books & Media,129.99,12-15-2024
358,38,Digital Magazine Sub,Books & Media,49.99,12-14-2024
358,17,Protein Bar Pack,Food & Beverages,24.99,12-12-2024
358,15,Dress Shirt,Clothing,59.99,12-10-2024
358,12,Winter Jacket,Clothing,129.99,12-08-2024
358,57,Photo Editing App,Digital Products,29.99,12-05-2024
358,16,Organic Coffee Beans,Food & Beverages,14.99,12-01-2024
358,6,Coffee Maker Deluxe,Home & Kitchen,129.99,11-30-2024
359,60,Cloud Storage Plan,Digital Products,19.99,12-31-2024
359,56,Antivirus Software,Digital Products,49.99,12-30-2024
359,2,Wireless Earbuds Pro,Electronics,149.99,12-28-2024
359,46,Ergonomic Chair,Office Supplies,299.99,12-25-2024
359,49,Wireless Mouse,Office Supplies,39.99,12-23-2024
359,50,Laptop Stand,Office Supplies,59.99,12-20-2024
359,16,Organic Coffee Beans,Food & Beverages,14.99,12-18-2024
359,17,Protein Bar Pack,Food & Beverages,24.99,12-15-2024
359,39,Language Learning Set,Books & Media,129.99,12-12-2024
359,28,Fitness Tracker,Sports & Outdoors,79.99,12-10-2024
359,14,Casual T-Shirt,Clothing,19.99,12-08-2024
359,3,Smart Home Hub,Electronics,89.99,12-05-2024
360,57,Photo Editing App,Digital Products,29.99,12-31-2024
360,2,Wireless Earbuds Pro,Electronics,149.99,12-28-2024
360,49,Wireless Mouse,Office Supplies,39.99,12-25-2024
360,60,Cloud Storage Plan,Digital Products,19.99,12-20-2024
360,50,Laptop Stand,Office Supplies,59.99,12-15-2024
360,38,Digital Magazine Sub,Books & Media,49.99,12-10-2024
360,16,Organic Coffee Beans,Food & Beverages,14.99,12-08-2024
360,28,Fitness Tracker,Sports & Outdoors,79.99,12-05-2024
360,3,Smart Home Hub,Electronics,89.99,12-01-2024
360,17,Protein Bar Pack,Food & Beverages,24.99,11-28-2024
361,3,Smart Home Hub,Electronics,89.99,12-31-2024
361,60,Cloud Storage Plan,Digital Products,19.99,12-30-2024
361,56,Antivirus Software,Digital Products,49.99,12-28-2024
361,49,Wireless Mouse,Office Supplies,39.99,12-25-2024
361,50,Laptop Stand,Office Supplies,59.99,12-20-2024
